dictLookup,index,termID,termLabel,dictText,itemNum,matchType,matchSlugs,personLookup,placeLookup
Babylon,693,b-p38.1,Babylon,"The Greek form of BABEL; Semitic form Babilu, meaning “The Gate of God.” In the Assyrian tablets it means “The city of the dispersion of the tribes.” The monumental list of its kings reaches back to B.C. 2300, and includes Khammurabi, or Amraphel (q.v.), the contemporary of Abraham. It stood on the Euphrates, about 200 miles above its junction with the Tigris, which flowed through its midst and divided it into two almost equal parts. The Elamites invaded Chaldea (i.e., Lower Mesopotamia, or Shinar, and Upper Mesopotamia, or Accad, now combined into one) and held it in subjection. At length Khammu-rabi delivered it from the foreign yoke, and founded the new empire of Chaldea (q.v.), making Babylon the capital of the united kingdom. This city gradually grew in extent and grandeur, but in process of time it became subject to Assyria. On the fall of Nineveh (B.C. 606) it threw off the Assyrian yoke, and became the capital of the growing Babylonian empire. Under Nebuchadnezzar it became one of the most splendid cities of the ancient world.

 After passing through various vicissitudes the city was occupied by Cyrus, “king of Elam,” B.C. 538, who issued a decree permitting the Jews to return to their own land ([Ezra 1](/ezra#Ezra.1)). It then ceased to be the capital of an empire. It was again and again visited by hostile armies, till its inhabitants were all driven from their homes, and the city became a complete desolation, its very site being forgotten from among men.

 On the west bank of the Euphrates, about 50 miles south of Bagdad, there is found a series of artificial mounds of vast extent. These are the ruins of this once famous proud city. These ruins are principally (1) the great mound called Babil by the Arabs. This was probably the noted Temple of Belus, which was a pyramid about 480 feet high. (2) The Kasr (i.e., “the palace”). This was the great palace of Nebuchadnezzar. It is almost a square, each side of which is about 700 feet long. The little town of Hillah, near the site of Babylon, is built almost wholly of bricks taken from this single mound. (3) A lofty mound, on the summit of which stands a modern tomb called Amran ibn-Ali. This is probably the most ancient portion of the remains of the city, and represents the ruins of the famous hanging-gardens, or perhaps of some royal palace. The utter desolation of the city once called “The glory of kingdoms” ([Isa. 13:19](/isa#Isa.13.19)) was foretold by the prophets ([Isa. 13:4-22](/isa#Isa.13.4); [Jer. 25:12](/jer#Jer.25.12); [50:2](/jer#Jer.50.2), [3](/jer#Jer.50.3); [Dan. 2:31-38](/dan#Dan.2.31)).

 The Babylon mentioned in [1 Pet. 5:13](/1pet#1Pet.5.13) was not Rome, as some have thought, but the literal city of Babylon, which was inhabited by many Jews at the time Peter wrote.

 In [Rev. 14:8](/rev#Rev.14.8); [16:19](/rev#Rev.16.19); [17:5](/rev#Rev.17.5); and 18:2, “Babylon” is supposed to mean Rome, not considered as pagan, but as the prolongation of the ancient power in the papal form. Rome, pagan and papal, is regarded as one power. “The literal Babylon was the beginner and supporter of tyranny and idolatry...This city and its whole empire were taken by the Persians under Cyrus; the Persians were subdued by the Macedonians, and the Macedonians by the Romans; so that Rome succeeded to the power of old Babylon. And it was her method to adopt the worship of the false deities she had conquered; so that by her own act she became the heiress and successor of all the Babylonian idolatry, and of all that was introduced into it by the immediate successors of Babylon, and consequently of all the idolatry of the earth.” Rome, or “mystical Babylon,” is “that great city which reigneth over the kings of the earth” (17:18).",0.0,place,babylon_151,,babylon_151
Babylonish garment,694,b-p43.4,Babylonish garment,"A robe of rich colours fabricated at Babylon, and hence of great value ([Josh. 7:21](/josh#Josh.7.21)).",0.0,place,shinar_1084,,
"Babylon, kingdom of",695,b-p44.2,"Babylon, kingdom of","Called “the land of the Chaldeans” ([Jer. 24:5](/jer#Jer.24.5); Ezek, 12:13), was an extensive province in Central Asia along the valley of the Tigris from the Persian Gulf northward for some 300 miles. It was famed for its fertility and its riches. Its capital was the city of Babylon, a great commercial centre ([Ezek. 17:4](/ezek#Ezek.17.4); [Isa. 43:14](/isa#Isa.43.14)). Babylonia was divided into the two districts of Accad in the north, and Summer (probably the Shinar of the Old Testament) in the south. Among its chief cities may be mentioned Ur (now Mugheir or Mugayyar), on the western bank of the Euphrates; Uruk, or Erech ([Gen. 10:10](/gen#Gen.10.10)) (now Warka), between Ur and Babylon; Larsa (now Senkereh), the Ellasar of [Gen. 14:1](/gen#Gen.14.1), a little to the east of Erech; Nipur (now Niffer), south-east of Babylon; Sepharvaim ([2 Kings 17:24](/2kgs#2Kgs.17.24)), “the two Sipparas” (now Abu-Habba), considerably to the north of Babylon; and Eridu, “the good city” (now Abu-Shahrein), which lay originally on the shore of the Persian Gulf, but is now, owing to the silting up of the sand, about 100 miles distant from it. Another city was Kulunu, or Calneh ([Gen. 10:10](/gen#Gen.10.10)).

 The salt-marshes at the mouths of the Euphrates and Tigris were called Marratu, “the bitter” or “salt”, the Merathaim of [Jer. 50:21](/jer#Jer.50.21). They were the original home of the Kalda, or Chaldeans.

 The most famous of the early kings of Babylonia were Sargon of Accad (B.C. 3800) and his son, Naram-Sin, who conquered a large part of Western Asia, establishing their power in Palestine, and even carrying their arms to the Sinaitic peninsula. A great Babylonian library was founded in the reign of Sargon. Babylonia was subsequently again broken up into more than one state, and at one time fell under the domination of Elam. This was put an end to by Khammu-rabi (Amraphel), who drove the Elamites out of the country, and overcame Arioch, the son of an Elamite prince. From this time forward Babylonia was a united monarchy. About B.C. 1750 it was conquered by the Kassi, or Kosseans, from the mountains of Elam, and a Kassite dynasty ruled over it for 576 years and 9 months.

 In the time of Khammu-rabi, Syria and Palestine were subject to Babylonia and its Elamite suzerain; and after the overthrow of the Elamite supremacy, the Babylonian kings continued to exercise their influence and power in what was called “the land of the Amorites.” In the epoch of the Kassite dynasty, however, Canaan passed into the hands of Egypt.

 In B.C. 729, Babylonia was conquered by the Assyrian king Tiglath-pileser III.; but on the death of Shalmaneser IV. it was seized by the Kalda or “Chaldean” prince Merodach-baladan ([2 Kings 20:12-19](/2kgs#2Kgs.20.12)), who held it till B.C. 709, when he was driven out by Sargon.

 Under Sennacherib, Babylonia revolted from Assyria several times, with the help of the Elamites, and after one of these revolts Babylon was destroyed by Sennacherib, B.C. 689. It was rebuilt by Esarhaddon, who made it his residence during part of the year, and it was to Babylon that Manasseh was brought a prisoner ([2 Chr. 33:11](/2chr#2Chr.33.11)). After the death of Esarhaddon, Saul-sumyukin, the viceroy of Babylonia, revolted against his brother the Assyrian king, and the revolt was suppressed with difficulty.

 When Nineveh was destroyed, B.C. 606, Nabopolassar, the viceroy of Babylonia, who seems to have been of Chaldean descent, made himself independent. His son Nebuchadrezzar (Nabu-kudur-uzur), after defeating the Egyptians at Carchemish, succeeded him as king, B.C. 604, and founded the Babylonian empire. He strongly fortified Babylon, and adorned it with palaces and other buildings. His son, Evil-merodach, who succeeded him in B.C. 561, was murdered after a reign of two years. The last monarch of the Babylonian empire was Nabonidus (Nabu-nahid), B.C. 555-538, whose eldest son, Belshazzar (Bilu-sar-uzur), is mentioned in several inscriptions. Babylon was captured by Cyrus, B.C. 538, and though it revolted more than once in later years, it never succeeded in maintaining its independence.",0.0,unmatched,unmatched,,
"Baca, Valley of",696,b-p51.1,"Baca, Valley of","([Ps. 84:6](/ps#Ps.84.6); R.V., “valley of weeping,” marg., “or balsam trees”), probably a valley in some part of Palestine, or generally some one of the valleys through which pilgrims had to pass on their way to the sanctuary of Jehovah on Zion; or it may be figuratively “a valley of weeping.”",0.0,place,valley_of_baca_1199,,valley_of_baca_1199
Backbite,697,b-p52.2,Backbite,"In [Ps. 15:3](/ps#Ps.15.3), the rendering of a word which means to run about tattling, calumniating; in [Prov. 25:23](/prov#Prov.25.23), secret talebearing or slandering; in [Rom. 1:30](/rom#Rom.1.30) and [2 Cor. 12:20](/2cor#2Cor.12.20), evil-speaking, maliciously defaming the absent.",0.0,unmatched,unmatched,,
Backslide,698,b-p53.5,Backslide,"To draw back or apostatize in matters of religion ([Acts 21:21](/acts#Acts.21.21); [2 Thess. 2:3](/2thess#2Thess.2.3); [1 Tim. 4:1](/1tim#1Tim.4.1)). This may be either partial ([Prov. 14:14](/prov#Prov.14.14)) or complete ([Heb. 6:4-6](/heb#Heb.6.4); [10:38](/heb#Heb.10.38), [39](/heb#Heb.10.39)). The apostasy may be both doctrinal and moral.",0.0,unmatched,unmatched,,
Badger,699,b-p54.8,Badger,"This word is found in [Ex. 25:5](/exod#Exod.25.5); [26:14](/exod#Exod.26.14); [35:7](/exod#Exod.35.7), [23](/exod#Exod.35.23); [36:19](/exod#Exod.36.19); [39:34](/exod#Exod.39.34); [Num. 4:6](/num#Num.4.6), etc. The tabernacle was covered with badgers’ skins; the shoes of women were also made of them ([Ezek. 16:10](/ezek#Ezek.16.10)). Our translators seem to have been misled by the similarity in sound of the Hebrew tachash_ and the Latin _taxus, “a badger.” The revisers have correctly substituted “seal skins.” The Arabs of the Sinaitic peninsula apply the name tucash to the seals and dugongs which are common in the Red Sea, and the skins of which are largely used as leather and for sandals. Though the badger is common in Palestine, and might occur in the wilderness, its small hide would have been useless as a tent covering. The dugong, very plentiful in the shallow waters on the shores of the Red Sea, is a marine animal from 12 to 30 feet long, something between a whale and a seal, never leaving the water, but very easily caught. It grazes on seaweed, and is known by naturalists as Halicore tabernaculi.",0.0,unmatched,unmatched,,
Bag,700,b-p55.9,Bag,,0.0,unmatched,unmatched,,
Bag 1,701,b-p55.9,Bag,"A pocket of a cone-like shape in which Naaman bound two pieces of silver for Gehazi ([2 Kings 5:23](/2kgs#2Kgs.5.23)). The same Hebrew word occurs elsewhere only in [Isa. 3:22](/isa#Isa.3.22), where it is rendered “crisping-pins,” but denotes the reticules (or as R.V., “satchels”) carried by Hebrew women.",1.0,unmatched,unmatched,,
Bag 2,702,b-p55.9,Bag,Another word (kees) so rendered means a bag for carrying weights ([Deut. 25:13](/deut#Deut.25.13); [Prov. 16:11](/prov#Prov.16.11); [Micah 6:11](/mic#Mic.6.11)). It also denotes a purse ([Prov. 1:14](/prov#Prov.1.14)) and a cup (23:31).,2.0,unmatched,unmatched,,
Bag 3,703,b-p55.9,Bag,"Another word rendered “bag” in [1 Sam. 17:40](/1sam#1Sam.17.40) is rendered “sack” in [Gen. 42:25](/gen#Gen.42.25); and in [1 Sam. 9:7](/1sam#1Sam.9.7); [21:5](/1sam#1Sam.21.5) “vessel,” or wallet for carrying food.",3.0,unmatched,unmatched,,
Bag 4,704,b-p55.9,Bag,"The word rendered in the Authorized Version “bags,” in which the priests bound up the money contributed for the restoration of the temple ([2 Kings 12:10](/2kgs#2Kgs.12.10)), is also rendered “bundle” ([Gen. 42:35](/gen#Gen.42.35); [1 Sam. 25:29](/1sam#1Sam.25.29)). It denotes bags used by travellers for carrying money during a journey ([Prov. 7:20](/prov#Prov.7.20); [Hag. 1:6](/hag#Hag.1.6)).",4.0,unmatched,unmatched,,
Bag 5,705,b-p55.9,Bag,The “bag” of Judas was a small box ([John 12:6](/john#John.12.6); [13:29](/john#John.13.29)).,5.0,unmatched,unmatched,,
Bahurim,706,b-p60.3,Bahurim,"Young men, a place east of Jerusalem ([2 Sam. 3:16](/2sam#2Sam.3.16); [19:16](/2sam#2Sam.19.16)), on the road to the Jordan valley. Here Shimei resided, who poured forth vile abuse against David, and flung dust and stones at him and his party when they were making their way down the eastern slopes of Olivet toward Jordan (16:5); and here Jonathan and Ahimaaz hid themselves (17:18).

 With the exception of Shimei, Azmaveth, one of David’s heroes, is the only other native of the place who is mentioned ([2 Sam. 23:31](/2sam#2Sam.23.31); [1 Chr. 11:33](/1chr#1Chr.11.33)).",0.0,place,bahurim_154,,bahurim_154
Bajith,707,b-p62.3,Bajith,"House, probably a city of Moab, which had a celebrated idol-temple ([Isa. 15:2](/isa#Isa.15.2)). It has also been regarded as denoting simply the temple of the idol of Moab as opposed to the “high place.”",0.0,unmatched,unmatched,,
Bake,708,b-p63.2,Bake,"The duty of preparing bread was usually, in ancient times, committed to the females or the slaves of the family ([Gen. 18:6](/gen#Gen.18.6); [Lev. 26:26](/lev#Lev.26.26); [1 Sam. 8:13](/1sam#1Sam.8.13)); but at a later period we find a class of public bakers mentioned ([Hos. 7:4](/hos#Hos.7.4), [6](/hos#Hos.7.6); [Jer. 37:21](/jer#Jer.37.21)).

 The bread was generally in the form of long or round cakes ([Ex. 29:23](/exod#Exod.29.23); [1 Sam. 2:36](/1sam#1Sam.2.36)), of a thinness that rendered them easily broken ([Isa. 58:7](/isa#Isa.58.7); [Matt. 14:19](/matt#Matt.14.19); [26:26](/matt#Matt.26.26); [Acts 20:11](/acts#Acts.20.11)). Common ovens were generally used; at other times a jar was half-filled with hot pebbles, and the dough was spread over them. Hence we read of “cakes baken on the coals” ([1 Kings 19:6](/1kgs#1Kgs.19.6)), and “baken in the oven” ([Lev. 2:4](/lev#Lev.2.4)).",0.0,unmatched,unmatched,,
Bake-meats,709,b-p65.10,Bake-meats,"Baked provisions ([Gen. 40:17](/gen#Gen.40.17)), literally “works of the baker,” such as biscuits and cakes.",0.0,unmatched,unmatched,,
Balaam,710,b-p66.2,Balaam,"Lord of the people; foreigner or glutton, as interpreted by others, the son of Beor, was a man of some rank among the Midianites ([Num. 31:8](/num#Num.31.8); comp. 16). He resided at Pethor ([Deut. 23:4](/deut#Deut.23.4)), in Mesopotamia ([Num. 23:7](/num#Num.23.7)). It is evident that though dwelling among idolaters he had some knowledge of the true God; and was held in such reputation that it was supposed that he whom he blessed was blessed, and he whom he cursed was cursed. When the Israelites were encamped on the plains of Moab, on the east of Jordan, by Jericho, Balak sent for Balaam “from Aram, out of the mountains of the east,” to curse them; but by the remarkable interposition of God he was utterly unable to fulfil Balak’s wish, however desirous he was to do so. The apostle Peter refers (2 Pet. 2:15, [16](/2pet#2Pet.2.16)) to this as an historical event. In [Micah 6:5](/mic#Mic.6.5) reference also is made to the relations between Balaam and Balak. Though Balaam could not curse Israel, yet he suggested a mode by which the divine displeasure might be caused to descend upon them ([Num. 25](/num#Num.25)). In a battle between Israel and the Midianites (q.v.) Balaam was slain while fighting on the side of Balak ([Num. 31:8](/num#Num.31.8)).

 The “doctrine of Balaam” is spoken of in [Rev. 2:14](/rev#Rev.2.14), in allusion to the fact that it was through the teaching of Balaam that Balak learned the way by which the Israelites might be led into sin. Balaam was constrained to utter prophecies regarding the future of Israel of wonderful magnificence and beauty of expression ([Num. 24:5-9](/num#Num.24.5), [17](/num#Num.24.17)).",0.0,person,balaam_593,balaam_593,
Baladan,711,b-p68.5,Baladan,"He has given a son, the father of the Babylonian king ([2 Kings 20:12](/2kgs#2Kgs.20.12); [Isa. 39:1](/isa#Isa.39.1)) Merodach-baladan (q.v.).",0.0,person,baladan_594,baladan_594,
Balah,712,b-p69.3,Balah,"A city in the tribe of Simeon ([Josh. 19:3](/josh#Josh.19.3)), elsewhere called Bilhah ([1 Chr. 4:29](/1chr#1Chr.4.29)) and Baalah ([Josh. 15:29](/josh#Josh.15.29)).",0.0,place,balah_155,,balah_155
Balak,713,b-p70.4,Balak,"Empty; spoiler, a son of Zippor, and king of the Moabites ([Num. 22:2](/num#Num.22.2), [4](/num#Num.22.4)). From fear of the Israelites, who were encamped near the confines of his territory, he applied to Balaam (q.v.) to curse them; but in vain ([Josh. 24:9](/josh#Josh.24.9)).",0.0,person,balak_387,balak_387,
Balance,714,b-p71.4,Balance,"Occurs in [Lev. 19:36](/lev#Lev.19.36) and [Isa. 46:6](/isa#Isa.46.6), as the rendering of the Hebrew kanch’, which properly means “a reed” or “a cane,” then a rod or beam of a balance. This same word is translated “measuring reed” in [Ezek. 40:3](/ezek#Ezek.40.3), [5](/ezek#Ezek.40.5); 42:16-18. There is another Hebrew word, mozena’yim, i.e., “two poisers”, also so rendered ([Dan. 5:27](/dan#Dan.5.27)). The balances as represented on the most ancient Egyptian monuments resemble those now in use. A “pair of balances” is a symbol of justice and fair dealing ([Job 31:6](/job#Job.31.6); [Ps. 62:9](/ps#Ps.62.9); [Prov. 11:1](/prov#Prov.11.1)). The expression denotes great want and scarcity in [Rev. 6:5](/rev#Rev.6.5).",0.0,unmatched,unmatched,,
Baldness,715,b-p72.10,Baldness,"From natural causes was uncommon ([2 Kings 2:23](/2kgs#2Kgs.2.23); [Isa. 3:24](/isa#Isa.3.24)). It was included apparently under “scab” and “scurf,” which disqualified for the priesthood ([Lev. 21:20](/lev#Lev.21.20)). The Egyptians were rarely subject to it. This probably arose from their custom of constantly shaving the head, only allowing the hair to grow as a sign of mourning. With the Jews artificial baldness was a sign of mourning ([Isa. 22:12](/isa#Isa.22.12); [Jer. 7:29](/jer#Jer.7.29); [16:6](/jer#Jer.16.6)); it also marked the conclusion of a Nazarite’s vow ([Acts 18:18](/acts#Acts.18.18); [21:24](/acts#Acts.21.24); [Num. 6:9](/num#Num.6.9)). It is often alluded to ([Micah 1:16](/mic#Mic.1.16); [Amos 8:10](/amos#Amos.8.10); [Jer. 47:5](/jer#Jer.47.5)). The Jews were forbidden to follow the customs of surrounding nations in making themselves bald ([Deut. 14:1](/deut#Deut.14.1)).",0.0,unmatched,unmatched,,
