personLookup,status,personID,displayTitle,name,surname,alsoCalled,isProperName,ambiguous,Disambiguation (temp),gender,occupations,birthYear,minYear,deathYear,maxYear,birthPlace,deathPlace,memberOf,eastons,dictText,events,eventGroups,verseCount,verses,mother,father,partners,children,siblings,halfSiblingsSameMother,halfSiblingsSameFather,chaptersWritten,alphaGroup,slug,modified
baruch_410,wip,410,Baruch,Baruch,,,checked,checked,Baruch (Son of neriah),Male,,,-607,,-588,,,,Baruch 1,"The secretary of the prophet Jeremiah (32:12; 36:4). He was of the tribe of Judah (51:59). To him Jeremiah dictated his prophecies regarding the invasion of the Babylonians and the Captivity. These he read to the people from a window in the temple in the fourth year of the reign of Jehoiakim, king of Judah ([Jer. 36](/jer#Jer.36)). He afterwards read them before the counsellors of the king at a private interview; and then to the king himself, who, after hearing a part of the roll, cut it with a penknife, and threw it into the fire of his winter parlour, where he was sitting.

 During the siege of Jerusalem by Nebuchadnezzar, he was the keeper of the deed of purchase Jeremiah had made of the territory of Hanameel ([Jer. 32:12](/jer#Jer.32.12)). Being accused by his enemies of favouring the Chaldeans, he was cast, with Jeremiah, into prison, where he remained till the capture of Jerusalem (B.C. 586). He probably died in Babylon.",,,21,"Jer.32.12,Jer.32.13,Jer.32.16,Jer.36.4,Jer.36.5,Jer.36.8,Jer.36.10,Jer.36.13,Jer.36.14,Jer.36.15,Jer.36.16,Jer.36.17,Jer.36.18,Jer.36.19,Jer.36.26,Jer.36.27,Jer.36.32,Jer.43.3,Jer.43.6,Jer.45.1,Jer.45.2",,neriah_2186,,,seraiah_2500,,,,B,baruch_410,2019-07-27 11:49
barzillai_411,wip,411,Barzillai,Barzillai,,,checked,checked,"Barzillai (A Meholathite, the father of Adriel ( 2 Samuel 21:8 ).)",Male,,,-1023,,-1023,,,,Barzillai 2,"A Gileadite of Rogelim who was distinguished for his loyalty to David. He liberally provided for the king’s followers ([2 Sam. 17:27](/2sam#2Sam.17.27)). David on his death-bed, remembering his kindness, commended Barzillai’s children to the care of Solomon ([1 Kings 2:7](/1kgs#1Kgs.2.7)).",,,7,"2Sam.17.27,2Sam.19.31,2Sam.19.32,2Sam.19.33,2Sam.19.34,2Sam.19.39,1Kgs.2.7",,,,,,,,,B,barzillai_411,2019-07-27 11:49
barzillai_412,wip,412,Barzillai,Barzillai,,,checked,checked,Barzillai (Father of Adriel),Male,,,-1018,,-1018,,,,Barzillai 1,"A Meholathite, the father of Adriel ([2 Sam. 21:8](/2sam#2Sam.21.8)).",,,1,2Sam.21.8,,,,adriel_105,,,,,B,barzillai_412,2019-07-27 11:49
barzillai_413,wip,413,Barzillai,Barzillai,,,checked,checked,Barzillai (man of iron),Male,,,-445,,-445,,,,Barzillai 3,A priest who married a daughter of the preceding ([Ezra 2:61](/ezra#Ezra.2.61)).,,,2,"Ezra.2.61,Neh.7.63",,,,,,,,,B,barzillai_413,2019-07-27 11:49
bashemath_1887,wip,1887,Bashemath,Bashemath,,Mahalath,checked,,,Female,,,-1796,,-1712,,,,Bashemath 1,"The daughter of Ishmael, the last of Esau’s three wives ([Gen. 36:3](/gen#Gen.36.3), [4](/gen#Gen.36.4), [13](/gen#Gen.36.13)), from whose son Reuel four tribes of the Edomites sprung. She is also called Mahalath ([Gen. 28:9](/gen#Gen.28.9)). It is noticeable that Esau’s three wives receive different names in the genealogical table of the Edomites ([Gen. 36](/gen#Gen.36)) from those given to them in the history ([Gen. 26:34](/gen#Gen.26.34); [28:9](/gen#Gen.28.9)).",,,6,"Gen.28.9,Gen.36.3,Gen.36.4,Gen.36.10,Gen.36.13,Gen.36.17",,ishmael_630,esau_1216,reuel_2430,"adbeel_79,jetur_911,dumah_1025,hadar_1341,kedar_1769,kedemah_1770,massa_1945,mibsam_2046,mishma_2094,naphish_2148,nebajoth_2164,tema_2837",,,,B,bashemath_1887,2019-07-27 11:49
basmath_415,wip,415,Basmath,Basmath,,,checked,,,Female,,,-1014,,-1014,,,Tribe of Judah,,,,,1,1Kgs.4.15,,solomon_2762,ahimaaz_145,,"rehoboam_2412,taphath_2825",,,,B,basmath_415,2019-07-27 11:49
bathsheba_416,wip,416,Bathsheba,Bathsheba,,"Bath-sheba,Bath-shua",checked,,,Female,,,-1053,,-1014,,,Genealogy of Jesus,Bath-sheba,"Daughter of the oath, or of seven, called also Bath-shu’a ([1 Chr. 3:5](/1chr#1Chr.3.5)), was the daughter of Eliam ([2 Sam. 11:3](/2sam#2Sam.11.3)) or Ammiel ([1 Chr. 3:5](/1chr#1Chr.3.5)), and wife of Uriah the Hittite. David committed adultery with her ([2 Sam. 11:4](/2sam#2Sam.11.4), [5](/2sam#2Sam.11.5); [Ps. 51:1](/ps#Ps.51.1)). The child born in adultery died ([2 Sam. 12:15-19](/2sam#2Sam.12.15)). After her husband was slain (11:15) she was married to David (11:27), and became the mother of Solomon (12:24; [1 Kings 1:11](/1kgs#1Kgs.1.11); [2:13](/1kgs#1Kgs.2.13)). She took a prominent part in securing the succession of Solomon to the throne ([1 Kings 1:11](/1kgs#1Kgs.1.11), [16-21](/1kgs#1Kgs.1.16)).",,,11,"2Sam.11.3,2Sam.12.24,1Kgs.1.11,1Kgs.1.15,1Kgs.1.16,1Kgs.1.28,1Kgs.1.31,1Kgs.2.13,1Kgs.2.18,1Kgs.2.19,1Chr.3.5",,eliam_1089,"david_994,uriah_2898","nathan_2152,shobab_2715,solomon_2762,shammua_2547",,,,,B,bathsheba_416,2020-07-10 12:26
bavai_417,wip,417,Bavai,Bavai,,,checked,,,Male,,,-445,,-445,,,,,,,,1,Neh.3.18,,henadad_1494,,,,,,,B,bavai_417,2019-07-27 11:49
bazluth_418,wip,418,Bazluth,Bazluth,,Bazlith,checked,,,Male,,,-445,,-445,,,,,,,,2,"Ezra.2.52,Neh.7.54",,,,,,,,,B,bazluth_418,2019-07-27 11:49
bealiah_419,wip,419,Bealiah,Bealiah,,,checked,,,Male,,,0,,0,,,,Bealiah,"Whose Lord is Jehovah, a Benjamite, one of David’s thirty heroes of the sling and bow ([1 Chr. 12:5](/1chr#1Chr.12.5)).",,,1,1Chr.12.5,,,,,,,,,B,bealiah_419,2019-07-27 11:49
bebai_420,wip,420,Bebai,Bebai,,,checked,checked,Bebai(the descendants of Bebai),Male,,,-456,,-445,,,,,,,,3,"Ezra.2.11,Ezra.10.28,Neh.7.16",,,,,,,,,B,bebai_420,2019-07-27 11:49
bebai_421,wip,421,Bebai,Bebai,,,checked,checked,Bebai (Father of Zechariah),Male,,,-457,,-457,,,,,,,,1,Ezra.8.11,,,,zechariah_3018,,,,,B,bebai_421,2019-07-27 11:49
bebai_422,wip,422,Bebai,Bebai,,,checked,checked,Bebai (Jew),Male,,,-445,,-445,,,,,,,,1,Neh.10.15,,,,,,,,,B,bebai_422,2019-07-27 11:49
becher_423,wip,423,Becher,Becher,,,checked,checked,"Bernhard ""Bernd"" Becher, and Hilla Becher, née Wobeser, were German conceptual artists and photographers working as a collaborative duo. They are best known for their extensive series of photographic images, or typologies, of industrial buildings and structures, often organised in grids",Male,,,-1706,,-1706,,,Tribe of Benjamin,,,,,3,"Gen.46.21,1Chr.7.6,1Chr.7.8",,benjamin_463,,"joash_1635,alameth_184,anathoth_262,zemira_3037,jerimoth_865,eliezer_1115,abiah_17,elioenai_1137,omri_2244","ahiram_158,ard_293,ashbel_336,bela_436,jediael_757,ehi_1038,gera_1298,huram_1569,shupham_2115,nohah_2120,rapha_2447",,,,B,becher_423,2019-07-27 11:49
becher_424,wip,424,Becher,Becher,,,checked,checked,"Becher (Also spelled Beker. One of Benjamin’s sons (Gen 46:21; 1 Chr 7:6, 8)",Male,,,-1452,,-1452,,,Tribe of Joseph,,,,,1,Num.26.35,,ephraim_1206,,,"beriah_479,elead_1059,ezer_1240,shuthelah_2734,tahan_2812",,,,B,becher_424,2019-07-27 11:49
bechorath_425,wip,425,Bechorath,Bechorath,,,checked,,,Male,,,-1095,,-1095,,,,,,,,1,1Sam.9.1,,aphiah_274,,zeror_3052,,,,,B,bechorath_425,2019-07-27 11:49
bedad_426,wip,426,Bedad,Bedad,,,checked,,,Male,,,-1853,,-1785,,,,,,,,2,"Gen.36.35,1Chr.1.46",,,,hadad_1338,,,,,B,bedad_426,2019-07-27 11:49
bedan_427,wip,427,Bedan,Bedan,,,checked,checked,Bedan (deliverer of Israel),Male,,,-1095,,-1095,,,,Bedan,"One of the judges of Israel ([1 Sam. 12:11](/1sam#1Sam.12.11)). It is uncertain who he was. Some suppose that Barak is meant, others Samson, but most probably this is a contracted form of Abdon ([Judg. 12:13](/judg#Judg.12.13)).",,,1,1Sam.12.11,,,,,,,,,B,bedan_427,2019-07-27 11:49
bedan_428,wip,428,Bedan,Bedan,,,checked,checked,Bedan (Deliverer of Israelites),Male,,,0,,0,,,Tribe of Joseph,,,,,1,1Chr.7.17,,ulam_2889,,,,,,,B,bedan_428,2019-07-27 11:49
bedeiah_429,wip,429,Bedeiah,Bedeiah,,,checked,,,Male,,,-456,,-456,,,,,,,,1,Ezra.10.35,,,,,,,,,B,bedeiah_429,2019-07-27 11:49
beera_430,wip,430,Beera,Beera,,,checked,,,Male,,,0,,0,,,Tribe of Asher,,,,,1,1Chr.7.37,,zophah_3104,,,"beri_477,bezer_492,imrah_603,jether_654,harnepher_1420,hod_1538,shamma_2537,shilshah_2679,ulla_2730,suah_2803",,,,B,beera_430,2019-07-27 11:49
beerah_431,wip,431,Beerah,Beerah,,,checked,,,Male,,,-1710,,-1710,,,,,,,,1,1Chr.5.6,,baal_574,,,,,,,B,beerah_431,2019-07-27 11:49
beeri_432,wip,432,Beeri,Beeri,,,checked,checked,Beeri(father of  Hosea),Male,,,-1796,,-1796,,,,Beeri 1,"The father of Judith, one of the wives of Esau ([Gen. 26:34](/gen#Gen.26.34)), the same as Adah ([Gen. 36:2](/gen#Gen.36.2)).",,,1,Gen.26.34,,,anah_247,aholibamah_1761,,,,,B,beeri_432,2019-07-27 11:49
beeri_433,wip,433,Beeri,Beeri,,,checked,checked,( Beeri - Father of Judith),Male,,,-785,,-785,,,,,,,,1,Hos.1.1,,,,hosea_1555,,,,,B,beeri_433,2019-07-27 11:49
bela_434,wip,434,Bela,Bela,,,checked,checked,Bela( son of Beor),Male,,,-1869,,-1756,,,,Bela 3,"The son of Beor, and a king of Edom ([Gen. 36:32](/gen#Gen.36.32), [33](/gen#Gen.36.33); [1 Chr. 1:43](/1chr#1Chr.1.43)).",,,4,"Gen.36.32,Gen.36.33,1Chr.1.43,1Chr.1.44",,beor_465,,,,,,,B,bela_434,2019-07-27 11:49
bela_435,wip,435,Bela,Bela,,,checked,checked,Bela( son of Azaz),Male,,,-1710,,-1710,,,,Bela 4,A son of Azaz ([1 Chr. 5:8](/1chr#1Chr.5.8)).,,,1,1Chr.5.8,,azaz_546,,,,,,,B,bela_435,2019-07-27 11:49
bela_436,wip,436,Bela,Bela,,Belah,checked,checked,Bela (Benjamin's firstborn),Male,,,-1706,,-1452,,,Tribe of Benjamin,Bela 2,"The eldest son of Benjamin ([Num. 26:38](/num#Num.26.38); “Belah,” [Gen. 46:21](/gen#Gen.46.21)).",,,7,"Gen.46.21,Num.26.38,Num.26.40,1Chr.7.6,1Chr.7.7,1Chr.8.1,1Chr.8.3",,benjamin_463,,"ard_294,abishua_52,uzzi_2919,jerimoth_864,addar_80,ezbon_1236,ahoah_168,gera_1300,iri_613,uzziel_2931,abihud_34,naaman_2121","ahiram_158,ard_293,ashbel_336,becher_423,jediael_757,ehi_1038,gera_1298,huram_1569,shupham_2115,nohah_2120,rapha_2447",,,,B,bela_436,2019-07-27 11:49
belshazzar_437,wip,437,Belshazzar,Belshazzar,,,checked,,,Male,,,-555,,-538,,,,Belshazzar,"Bel protect the king!, the last of the kings of Babylon ([Dan. 5:1](/dan#Dan.5.1)). He was the son of Nabonidus by Nitocris, who was the daughter of Nebuchadnezzar and the widow of Nergal-sharezer. When still young he made a great feast to a thousand of his lords, and when heated with wine sent for the sacred vessels his “father” ([Dan. 5:2](/dan#Dan.5.2)), or grandfather, Nebuchadnezzar had carried away from the temple in Jerusalem, and he and his princes drank out of them. In the midst of their mad revelry a hand was seen by the king tracing on the wall the announcement of God’s judgment, which that night fell upon him. At the instance of the queen (i.e., his mother) Daniel was brought in, and he interpreted the writing. That night the kingdom of the Chaldeans came to an end, and the king was slain ([Dan. 5:30](/dan#Dan.5.30)).

 The absence of the name of Belshazzar on the monuments was long regarded as an argument against the genuineness of the Book of Daniel. In 1854 Sir Henry Rawlinson found an inscription of Nabonidus which referred to his eldest son. Quite recently, however, the side of a ravine undermined by heavy rains fell at Hillah, a suburb of Babylon. A number of huge, coarse earthenware vases were laid bare. These were filled with tablets, the receipts and contracts of a firm of Babylonian bankers, which showed that Belshazzar had a household, with secretaries and stewards. One was dated in the third year of the king Marduk-sar-uzur. As Marduk-sar-uzar was another name for Baal, this Marduk-sar-uzur was found to be the Belshazzar of Scripture. In one of these contract tablets, dated in the July after the defeat of the army of Nabonidus, we find him paying tithes for his sister to the temple of the sun-god at Sippara.",,,8,"Dan.5.1,Dan.5.2,Dan.5.9,Dan.5.22,Dan.5.29,Dan.5.30,Dan.7.1,Dan.8.1",,nebuchadnezzar_2167,,,,,,,B,belshazzar_437,2019-07-27 11:49
ben_438,wip,438,Ben,Ben,,,checked,,,Male,,,-1042,,-1042,,,,,,,,1,1Chr.15.18,,,,,,,,,B,ben_438,2019-07-27 11:49
ben-ammi_451,wip,451,Ben-ammi,Ben-ammi,,,checked,,,Male,,,-1896,,-1896,,,,Ben-ammi,"Son of my kindred; i.e., “born of incest”, the son of Lot by his youngest daughter ([Gen. 19:38](/gen#Gen.19.38)).",,,2,"Gen.19.38,Ps.83.7",daughter_of_lot_younger_984,lot_1830,,,,,"daughter_of_lot_younger_984,daughter_of_lot_older_985,moab_2103",,B,ben-ammi_451,2020-07-16 13:42
ben-hadad_452,wip,452,Ben-hadad,Ben-hadad,,,checked,checked,Ben-hadad (ruler of Damascus),Male,,,-930,,-583,,,,Ben-hadad 1,"The king of Syria whom Asa, king of Judah, employed to invade Israel ([1 Kings 15:18](/1kgs#1Kgs.15.18)).",,,18,"1Kgs.15.18,1Kgs.15.20,1Kgs.20.1,1Kgs.20.2,1Kgs.20.5,1Kgs.20.9,1Kgs.20.10,1Kgs.20.16,1Kgs.20.17,1Kgs.20.20,1Kgs.20.26,1Kgs.20.30,1Kgs.20.32,1Kgs.20.33,1Kgs.20.34,2Chr.16.2,2Chr.16.4,Jer.49.27",,tabrimon_2811,,,,,,,B,ben-hadad_452,2019-07-27 11:49
ben-hadad_453,wip,453,Ben-hadad,Ben-hadad,,,checked,checked,"Ben-hadad(The king of Syria whom Asa, king of Judah, employed to invade Israel ( 1 Kings 15:18 ).)",Male,,,-893,,-885,,,,Ben-hadad 2,"Son of the preceding, also king of Syria. He was long engaged in war against Israel. He was murdered probably by Hazael, by whom he was succeeded ([2 Kings 8:7-15](/2kgs#2Kgs.8.7)), after a reign of some thirty years.",,,3,"2Kgs.6.24,2Kgs.8.7,2Kgs.8.9",,,,,,,,,B,ben-hadad_453,2019-07-27 11:49
ben-hadad_454,wip,454,Ben-hadad,Ben-hadad,,,checked,checked,Ben-hadad is the son of king hazael,Male,,,-856,,-787,,,,Ben-hadad 3,"King of Damascus, and successor of his father Hazael on the throne of Syria ([2 Kings 13:3](/2kgs#2Kgs.13.3), [4](/2kgs#2Kgs.13.4)). His misfortunes in war are noticed by Amos (1:4).",,,4,"2Kgs.13.3,2Kgs.13.24,2Kgs.13.25,Amos.1.4",,hazael_1463,,,,,,,B,ben-hadad_454,2019-07-27 11:49
ben-hanan_456,wip,456,Ben-hanan,Ben-hanan,,,checked,,,Male,,,-1721,,-1721,,,,,,,,1,1Chr.4.20,,shimon_2701,,,"amnon_233,rinnah_2442,tilon_2857",,,,B,ben-hanan_456,2019-07-27 11:49
ben-zoheth_464,wip,464,Ben-zoheth,Ben-zoheth,,,checked,,,Male,,,-1721,,-1721,,,,,,,,1,1Chr.4.20,,ishi_624,,,zoheth_3103,,,,B,ben-zoheth_464,2019-07-27 11:49
benaiah_439,wip,439,Benaiah,Benaiah,,,checked,checked,Benaiah(David’s sons ),Male,,,-1055,,-1011,,,,Benaiah 1,"The son of Jehoiada, chief priest ([1 Chr. 27:5](/1chr#1Chr.27.5)). He was set by David over his body-guard of Cherethites and Pelethites ([2 Sam. 8:18](/2sam#2Sam.8.18); [1 Kings 1:32](/1kgs#1Kgs.1.32); [1 Chr. 18:17](/1chr#1Chr.18.17)). His exploits are enumerated in [2 Sam. 23:20](/2sam#2Sam.23.20), [21](/2sam#2Sam.23.21), [22](/2sam#2Sam.23.22); [1 Chr. 11:22](/1chr#1Chr.11.22). He remained faithful to Solomon ([1 Kings 1:8](/1kgs#1Kgs.1.8), [10](/1kgs#1Kgs.1.10), [26](/1kgs#1Kgs.1.26)), by whom he was raised to the rank of commander-in-chief ([1 Kings 2:25](/1kgs#1Kgs.2.25), [29](/1kgs#1Kgs.2.29), [30](/1kgs#1Kgs.2.30), [34](/1kgs#1Kgs.2.34), [35](/1kgs#1Kgs.2.35); [4:4](/1kgs#1Kgs.4.4)).",,,23,"2Sam.8.18,2Sam.20.23,2Sam.23.20,2Sam.23.22,1Kgs.1.8,1Kgs.1.10,1Kgs.1.26,1Kgs.1.32,1Kgs.1.36,1Kgs.1.38,1Kgs.1.44,1Kgs.2.25,1Kgs.2.29,1Kgs.2.30,1Kgs.2.34,1Kgs.2.35,1Kgs.2.46,1Kgs.4.4,1Chr.11.22,1Chr.11.24,1Chr.18.17,1Chr.27.5,1Chr.27.6",,jehoiada_792,,ammizabad_231,,,,,B,benaiah_439,2019-07-27 11:49
benaiah_440,wip,440,Benaiah,Benaiah,,,checked,checked,Benaiah (son of the Lord),Male,,,-1055,,-1015,,,,Benaiah 2,[2 Sam. 23:30](/2sam#2Sam.23.30); [1 Chr. 11:31](/1chr#1Chr.11.31).,,,3,"2Sam.23.30,1Chr.11.31,1Chr.27.14",,,,,,,,,B,benaiah_440,2019-07-27 11:49
benaiah_441,wip,441,Benaiah,Benaiah,,,checked,checked,Benaiah (A member of the family of Pahath-Moab in the postexilic Jewish community. Benaiah was listed among those who agreed to Ezra’s demand to divorce his foreign wife (Ezra 10:30),Male,,,-1721,,-1721,,,,,,,,1,1Chr.4.36,,,,,,,,,B,benaiah_441,2019-07-27 11:49
benaiah_442,wip,442,Benaiah,Benaiah,,,checked,checked,Benaiah (son of Jehoiada),Male,,,-1042,,-1042,,,,Benaiah 3,"A musical Levite ([1 Chr. 15:18](/1chr#1Chr.15.18), [20](/1chr#1Chr.15.20)).",,,5,"1Chr.15.18,1Chr.15.20,1Chr.15.24,1Chr.16.5,1Chr.16.6",,,,,,,,,B,benaiah_442,2019-07-27 11:49
benaiah_443,wip,443,Benaiah,Benaiah,,,checked,checked,Benaiah (father of Jehoiada),Male,,,-1015,,-1015,,,,,,,,1,1Chr.27.34,,,,jehoiada_794,,,,,B,benaiah_443,2019-07-27 11:49
benaiah_444,wip,444,Benaiah,Benaiah,,,checked,checked,Benaiah (son of the Lord),Male,,,0,,0,,,,Benaiah 5,The son of Jeiel ([2 Chr. 20:14](/2chr#2Chr.20.14)).,,,1,2Chr.20.14,,jeiel_828,,zechariah_3009,,,,,B,benaiah_444,2019-07-27 11:49
benaiah_445,wip,445,Benaiah,Benaiah,,,checked,checked,Benaiah (Mahath ),Male,,,-726,,-726,,,,,,,,1,2Chr.31.13,,,,,,,,,B,benaiah_445,2019-07-27 11:49
benaiah_446,wip,446,Benaiah,Benaiah,,,checked,checked,"Benaiah (son of Jehoiada, fighter from Kabzeel)",Male,,,-456,,-456,,,,,,,,1,Ezra.10.25,,,,,,,,,B,benaiah_446,2019-07-27 11:49
benaiah_447,wip,447,Benaiah,Benaiah,,,checked,checked,"(Benaiah in the Bible is the son of Jehoiada, who came from the southern Judean town of Kabzeel.Benaiah was one of King David’s mighty men, commander of the 11th rotational army division; a Pirathonite of the tribe of Ephraim. He helped David's son Solomon become king, killed Solomon's enemies, and served as the chief of Solomon's army. On Solomon's instructions he was responsible for the deaths of Adonijah, Joab and Shimei. He was in charge of the Cherethites and Pelethites. Several verses in 1 Kings 1 make clear that Benaiah was closely associated with Solomon's party and excluded from Adonijah's faction.)",Male,,,-456,,-456,,,,,,,,1,Ezra.10.30,,,,,,,,,B,benaiah_447,2019-07-27 11:49
benaiah_448,wip,448,Benaiah,Benaiah,,,checked,checked,Benaiah (commander of the Cherethites and Pelethites),Male,,,-456,,-456,,,,,,,,1,Ezra.10.35,,,,,,,,,B,benaiah_448,2019-07-27 11:49
benaiah_449,wip,449,Benaiah,Benaiah,,,checked,checked,descendant of Nebo,Male,,,-456,,-456,,,,,,,,1,Ezra.10.43,,,,,,,,,B,benaiah_449,2019-07-27 11:49
benaiah_450,wip,450,Benaiah,Benaiah,,,checked,checked,Benaiah (Father of Pelatiah),Male,,,-594,,-594,,,,,,,,2,"Ezek.11.1,Ezek.11.13",,,,pelatiah_2307,,,,,B,benaiah_450,2019-07-27 11:49
benhail_455,wip,455,Benhail,Benhail,,,checked,,,Male,,,-912,,-912,,,,,,,,1,2Chr.17.7,,,,,,,,,B,benhail_455,2019-07-27 11:49
beninu_457,wip,457,Beninu,Beninu,,,checked,,,Male,,,-445,,-445,,,,,,,,1,Neh.10.13,,,,,,,,,B,beninu_457,2019-07-27 11:49
benjamin_458,wip,458,Benjamin,Benjamin,,,checked,checked,Benjamin (Jediael),Male,,,0,,0,,,Tribe of Benjamin,,,,,1,1Chr.7.10,,bilhan_504,,,"ahishahar_160,chenaanah_933,ehud_1040,jeush_1601,tharshish_2847,zethan_3057",,,,B,benjamin_458,2020-09-07 01:33
benjamin_459,wip,459,Benjamin,Benjamin,,,checked,checked,Benjamin (Malluk ),Male,,,-456,,-456,,,,,,,,1,Ezra.10.32,,,,,,,,,B,benjamin_459,2019-07-27 11:49
benjamin_460,wip,460,Benjamin,Benjamin,,,checked,checked,Benjamin (housemaker),Male,,,-445,,-445,,,,,,,,1,Neh.3.23,,,,,,,,,B,benjamin_460,2019-07-27 11:49
benjamin_461,wip,461,Benjamin,Benjamin,,,checked,checked,Benjamin (Judah),Male,,,-445,,-445,,,,,,,,1,Neh.12.34,,,,,,,,,B,benjamin_461,2019-07-27 11:49
