"StrongsID","lemma","xlit","pronounce","description","PartOfSpeech","Language"
"G3969","Πατροβᾶς","Patrobâs","pat-rob'-as","perhaps a contraction for  (a compound of πατήρ and βίος); father's life; Patrobas, a Christian:--Patrobas.","Noun Masculine","greek"
"G397","ἀνατρέφω","anatréphō","an-at-ref'-o","from ἀνά and τρέφω; to rear (physically or mentally):--bring up, nourish (up).","Verb","greek"
"G3970","πατροπαράδοτος","patroparádotos","pat-rop-ar-ad'-ot-os","from πατήρ and a derivative of παραδίδωμι (in the sense of handing over or down); traditionary:--received by tradition from fathers.","Adjective","greek"
"G3971","πατρῷος","patrōios","pat-ro'-os","from πατήρ; paternal, i.e. hereditary:--of fathers.","Adjective","greek"
"G3972","Παῦλος","Paûlos","pow'-los","of Latin origin; (little; but remotely from a derivative of παύω, meaning the same); Paulus, the name of a Roman and of an apostle:--Paul, Paulus.","Noun Masculine","greek"
"G3973","παύω","paúō","pow'-o","a primary verb (""pause""); to stop (transitively or intransitively), i.e. restrain, quit, desist, come to an end:--cease, leave, refrain.","Verb","greek"
"G3974","Πάφος","Páphos","paf'-os","of uncertain derivation; Paphus, a place in Cyprus:--Paphos.","Noun Location","greek"
"G3975","παχύνω","pachýnō","pakh-oo'-no","from a derivative of πήγνυμι (meaning thick); to thicken, i.e. (by implication) to fatten (figuratively, stupefy or render callous):--wax gross.","Verb","greek"
"G3976","πέδη","pédē","ped'-ay","ultimately from πούς; a shackle for the feet:--fetter.","Noun Feminine","greek"
"G3977","πεδινός","pedinós","ped-ee-nos'","from a derivative of πούς (meaning the ground); level (as easy for the feet):--plain.","Adjective","greek"
"G3978","πεζεύω","pezeúō","ped-zyoo'-o","from the same as πεζῇ; to foot a journey, i.e. travel by land:--go afoot.","Verb","greek"
"G3979","πεζῇ","pezēi","ped-zay'","dative case feminine of a derivative of πούς (as adverb); foot-wise, i.e. by walking:--a- (on) foot.","Adverb","greek"
"G398","ἀναφαίνω","anaphaínō","an-af-ah'-ee-no","from ἀνά and φαίνω; to show, i.e. (reflexively) appear, or (passively) to have pointed out:--(should) appear, discover.","Verb","greek"
"G3980","πειθαρχέω","peitharchéō","pi-tharkh-eh'-o","from a compound of πείθω and ἄρχω; to be persuaded by a ruler, i.e. (genitive case) to submit to authority; by analogy, to conform to advice:--hearken, obey (magistrates).","Verb","greek"
"G3981","πειθός","peithós","pi-thos'","from πείθω; persuasive:--enticing.","Adjective","greek"
"G3982","πείθω","peíthō","pi'-tho","a primary verb; to convince (by argument, true or false); by analogy, to pacify or conciliate (by other fair means); reflexively or passively, to assent (to evidence or authority), to rely (by inward certainty):--agree, assure, believe, have confidence, be (wax) conflent, make friend, obey, persuade, trust, yield.","Verb","greek"
"G3983","πεινάω","peináō","pi-nah'-o","from the same as πένης (through the idea of pinching toil; ""pine""); to famish (absolutely or comparatively); figuratively, to crave:--be an hungered.","Verb","greek"
"G3984","πεῖρα","peîra","pi'-rah","from the base of πέραν (through the idea of piercing); a test, i.e. attempt, experience:--assaying, trial.","Noun Feminine","greek"
"G3985","πειράζω","peirázō","pi-rad'-zo","from πεῖρα; to test (objectively), i.e. endeavor, scrutinize, entice, discipline:--assay, examine, go about, prove, tempt(-er), try.","Verb","greek"
"G3986","πειρασμός","peirasmós","pi-ras-mos'","from πειράζω; a putting to proof (by experiment (of good), experience (of evil), solicitation, discipline or provocation); by implication, adversity:--temptation, X try.","Noun Masculine","greek"
"G3987","πειράω","peiráō","pi-rah'-o","from πεῖρα; to test (subjectively), i.e. (reflexively) to attempt:--assay.","Verb","greek"
"G3988","πεισμονή","peismonḗ","pice-mon-ay'","from a presumed derivative of πείθω; persuadableness, i.e. credulity:--persuasion.","Noun Feminine","greek"
"G3989","πέλαγος","pélagos","pel'-ag-os","of uncertain affinity; deep or open sea, i.e. the main:--depth, sea.","Noun Neuter","greek"
"G399","ἀναφέρω","anaphérō","an-af-er'-o","from ἀνά and φέρω; to take up (literally or figuratively):--bear, bring (carry, lead) up, offer (up).","Verb","greek"
"G3990","πελεκίζω","pelekízō","pel-ek-id'-zo","from a derivative of πλήσσω (meaning an axe); to chop off (the head), i.e. truncate:--behead.","Verb","greek"
"G3991","πέμπτος","pémptos","pemp'-tos","from πέντε; fifth:--fifth.","Adjective","greek"
"G3992","πέμπω","pémpō","pem'-po","apparently a primary verb; to dispatch (from the subjective view or point of departure, whereas  (as a stronger form of ) refers rather to the objective point or terminus ad quem, and στέλλω denotes properly, the orderly motion involved), especially on a temporary errand; also to transmit, bestow, or wield:--send, thrust in.","Verb","greek"
"G3993","πένης","pénēs","pen'-ace","from a primary  (to toil for daily subsistence); starving, i.e. indigent:--poor. Compare πτωχός.","Adjective","greek"
"G3994","πενθερά","pentherá","pen-ther-ah'","feminine of πενθερός; a wife's mother:--mother in law, wife's mother.","Noun Feminine","greek"
"G3995","πενθερός","pentherós","pen-ther-os'","of uncertain affinity; a wife's father:--father in law.","Noun Masculine","greek"
"G3996","πενθέω","penthéō","pen-theh'-o","from πένθος; to grieve (the feeling or the act):--mourn, (be-)wail.","Verb","greek"
"G3997","πένθος","pénthos","pen'-thos","strengthened from the alternate of πάσχω; grief:--mourning, sorrow.","Noun Neuter","greek"
"G3998","πενιχρός","penichrós","pen-tikh-ros'","prolongation from the base of πένης; necessitous:--poor.","Adjective","greek"
"G3999","πεντάκις","pentákis","pen-tak-ece'","multiplicative adverb from πέντε; five times:--five times.","Adverb","greek"
"G4","ἀβαρής","abarḗs","ab-ar-ace'","from Α (as a negative particle) and βάρος; weightless, i.e. (figuratively) not burdensome:--from being burdensome.","Adjective","greek"
"G40","ἅγιος","hágios","hag'-ee-os","from  (an awful thing) (compare ἁγνός, θάλπω); sacred (physically, pure, morally blameless or religious, ceremonially, consecrated):--(most) holy (one, thing), saint.","Adjective","greek"
"G400","ἀναφωνέω","anaphōnéō","an-af-o-neh'-o","from ἀνά and φωνέω; to exclaim:--speak out.","Verb","greek"
"G4000","πεντακισχίλιοι","pentakischílioi","pen-tak-is-khil'-ee-oy","from πεντάκις and χίλιοι; five times a thousand:--five thousand.","Adjective","greek"
"G4001","πεντακόσιοι","pentakósioi","pen-tak-os'-ee-oy","from πέντε and ἑκατόν; five hundred:--five hundred.","Adjective","greek"
"G4002","πέντε","pénte","pen'-teh","a primary number; ""five"":--five.","Noun","greek"
"G4003","πεντεκαιδέκατος","pentekaidékatos","pen-tek-ahee-dek'-at-os","from πέντε and καί and δέκατος; five and tenth:--fifteenth.","Adjective","greek"
"G4004","πεντήκοντα","pentḗkonta","pen-tay'-kon-tah","multiplicative of πέντε; fifty:--fifty.","Adjective","greek"
"G4005","πεντηκοστή","pentēkostḗ","pen-tay-kos-tay'","feminine of the ordinal of πεντήκοντα; fiftieth (ἡμέρα being implied) from Passover, i.e. the festival of ""Pentecost"":--Pentecost.","Noun Feminine","greek"
"G4006","πεποίθησις","pepoíthēsis","pep-oy'-thay-sis","from the perfect of the alternate of πάσχω; reliance:--confidence, trust.","Noun Feminine","greek"
"G4007","περ","per","per","from the base of πέραν; an enclitic particle significant of abundance (thoroughness), i.e. emphasis; much, very or ever:--(whom-)soever.","","greek"
"G4008","πέραν","péran","per'-an","apparently accusative case of an obsolete derivative of  (to ""pierce""); through (as adverb or preposition), i.e. across:--beyond, farther (other) side, over.","Adverb","greek"
"G4009","πέρας","péras","per'-as","from the same as πέραν; an extremity:--end, ut-(ter-)most participle","Noun Neuter","greek"
"G401","ἀνάχυσις","anáchysis","an-akh'-oo-sis","from a comparative of ἀνά and  (to pour); properly, effusion, i.e. (figuratively) license:--excess.","Noun Feminine","greek"
"G4010","Πέργαμος","Pérgamos","per'-gam-os","from πύργος; fortified; Pergamus, a place in Asia Minor:--Pergamos.","Noun Location","greek"
"G4011","Πέργη","Pérgē","perg'-ay","probably from the same as Πέργαμος; a tower; Perga, a place in Asia Minor:--Perga.","Noun Location","greek"
"G4012","περί","perí","per-ee'","from the base of πέραν; properly, through (all over), i.e. around; figuratively with respect to; used in various applications, of place, cause or time (with the genitive case denoting the subject or occasion or superlative point; with the accusative case the locality, circuit, matter, circumstance or general period):--(there-)about, above, against, at, on behalf of, X and his company, which concern, (as) concerning, for, X how it will go with, ((there-, where-)) of, on, over, pertaining (to), for sake, X (e-)state, (as) touching, (where-)by (in), with. In comparative, it retains substantially the same meaning of circuit (around), excess (beyond), or completeness (through).","Preposition","greek"
"G4013","περιάγω","periágō","per-ee-ag'-o","from περί and ἄγω; to take around (as a companion); reflexively, to walk around:--compass, go (round) about, lead about.","Verb","greek"
"G4014","περιαιρέω","periairéō","per-ee-ahee-reh'-o","from περί and αἱρέομαι (including its alternate); to remove all around, i.e. unveil, cast off (anchor); figuratively, to expiate:--take away (up).","Verb","greek"
"G4015","περιαστράπτω","periastráptō","per-ee-as-trap'-to","from περί and ἀστράπτω; to flash all around, i.e. envelop in light:--shine round (about).","Verb","greek"
"G4016","περιβάλλω","peribállō","per-ee-bal'-lo","from περί and βάλλω; to throw all around, i.e. invest (with a palisade or with clothing):--array, cast about, clothe(-d me), put on.","Verb","greek"
"G4017","περιβλέπω","periblépō","per-ee-blep'-o","from περί and βλέπω; to look all around:--look (round) about (on).","Verb","greek"
"G4018","περιβόλαιον","peribólaion","per-ib-ol'-ah-yon","neuter of a presumed derivative of περιβάλλω; something thrown around one, i.e. a mantle, veil:--covering, vesture.","Noun Neuter","greek"
"G4019","περιδέω","peridéō","per-ee-deh'-o","from περί and δέω; to bind around one, i.e. enwrap:--bind about.","Verb","greek"
"G402","ἀναχωρέω","anachōréō","an-akh-o-reh'-o","from ἀνά and χωρέω; to retire:--depart, give place, go (turn) aside, withdraw self.","Verb","greek"
"G4020","περιεργάζομαι","periergázomai","per-ee-er-gad'-zom-ahee","from περί and ἐργάζομαι; to work all around, i.e. bustle about (meddle):--be a busybody.","Verb","greek"
"G4021","περίεργος","períergos","per-ee'-er-gos","from περί and ἔργον; working all around, i.e. officious (meddlesome, neuter plural magic):--busybody, curious arts.","Adjective","greek"
"G4022","περιέρχομαι","periérchomai","per-ee-er'-khom-ahee","from περί and ἔρχομαι (including its alternate); to come all around, i.e. stroll, vacillate, veer:--fetch a compass, vagabond, wandering about.","Verb","greek"
"G4023","περιέχω","periéchō","per-ee-ekh'-o","from περί and ἔχω; to hold all around, i.e. include, clasp (figuratively):--+ astonished, contain, after (this manner).","Verb","greek"
